-0.03103,0.38581,-0.91639
-0.00673,0.41105,-0.91492
0.05161,0.47709,-0.89349
0.10319,0.24883,-0.97866
0.11197,0.13810,-0.99471
0.14504,0.15557,-0.96062
0.23158,0.18372,-0.97667
0.05557,0.17306,-0.90804
0.13045,0.08273,-1.01856
-0.07282,0.19545,-0.97139
0.11156,-0.18001,-0.99124
0.14996,-0.20818,-1.06720
-0.17159,0.23631,-1.18620
0.18334,0.83739,-0.75570
0.36399,0.51170,-2.00650
0.04817,-0.01768,-1.52117
-0.03650,1.02005,-0.74702
0.19611,-0.05228,-1.10764
0.09449,0.12206,-0.89341
0.01371,0.29838,-0.95581
-0.03968,0.05942,-0.82136
-0.60023,0.26973,-0.16455
0.07157,0.34596,-0.94996
0.03460,0.38289,-0.97530
0.16497,0.49206,-0.62999
0.36213,0.98896,-1.21056
0.08032,0.34110,-0.94314
0.04293,0.27261,-0.81748
0.10752,0.42804,-0.98308
0.21505,0.32405,-0.81355
-0.13114,0.26827,-0.76687
0.42895,0.41387,-0.94696
-0.13739,0.29396,-0.48538
-0.23135,0.34505,-0.85019
0.20628,0.15751,-1.05021
-0.13167,-0.05800,-1.28110
0.46881,0.27597,-1.13491
0.01223,0.27995,-1.08438
0.01665,0.27894,-0.89249
0.14834,0.44310,-1.08924
-1.01682,0.62117,-1.23227
0.41582,0.07300,-1.30096
-0.40652,-0.22925,-1.88748
-0.05269,0.51189,0.09074
0.41191,0.62317,-0.82671
0.19062,0.02843,-1.57374
-0.37990,-0.13242,-0.36020
0.40320,0.34199,-0.93867
0.95893,0.63325,-0.90790
0.42766,0.34236,-0.34694
0.84330,0.20056,-0.94535
0.09239,-0.17731,0.13718
-0.38262,-0.48898,0.09377
0.04806,1.43378,-0.54497
-0.03461,-0.21703,-0.24857
0.59685,0.19182,-0.61083
0.04989,0.75175,0.27287
-0.27164,-0.00461,-0.91881
-0.15253,0.27265,-0.75422
0.18991,0.50640,-2.00582
0.34560,0.06795,-0.16622
0.66485,0.74978,-0.36449
-0.03712,0.95812,0.56161
0.97106,-0.37758,-0.06176
0.52235,0.21134,-1.01654
0.53504,0.22926,-0.80274
0.26761,-0.34997,-1.29458
0.25337,0.48096,-1.07023
0.76146,0.68092,-1.05699
0.15764,0.35177,-0.92412
0.10318,0.32847,-0.95238
0.64775,1.07955,-0.39329
0.17464,0.52512,-0.81750
0.07304,0.42170,-0.82335
0.33222,0.38084,-0.83107
0.38674,0.22444,-0.78281
0.76006,0.53375,-0.97125
-0.06749,0.37269,-0.85844
-0.32123,-0.04247,-0.94609
0.07321,-0.24075,-0.77549
1.81781,1.08354,0.12130
0.53690,-0.16641,-1.53076
-0.05864,-0.03235,-0.87005
0.26421,0.18804,-0.76481
0.16017,0.10114,-0.79112
-0.30221,0.08955,-0.57987
-0.11739,-1.18709,-1.66466
0.23022,-0.01836,-0.77209
0.33409,0.40858,-1.13497
-0.05967,0.24302,-0.85744
-0.31300,0.11196,-0.91397
-0.21580,0.27999,-0.96171
0.09205,0.12546,-0.93871
-0.07866,0.30034,-0.90713
0.07209,0.23668,-0.91877
-0.40899,1.12359,-0.72912
-0.47248,-0.46195,-1.44524
0.20145,0.31142,-0.79017
0.09444,0.24591,-0.95675
0.02734,0.20902,-0.97916
-0.08650,0.37807,-1.04302
0.26209,0.62859,-1.03032
1.41958,0.91696,-1.94617
-1.99078,0.39269,-1.39465
0.81592,1.99233,-1.71470
0.43385,0.11716,-1.10713
0.07595,0.23428,-1.05026
0.00887,0.21680,-0.96699
0.04192,0.24593,-0.97235
0.04533,0.22505,-0.98403
0.03515,0.18715,-0.90805
0.28944,0.16525,-1.00928
-0.02712,0.18767,-0.99963
0.02686,0.21485,-0.96942
-0.01401,0.31005,-0.95338
0.09201,0.23329,-0.98792
0.01377,0.11916,-0.88905
-0.31603,0.14264,-1.34353
0.38814,0.11377,-1.10617
0.50236,0.74162,-0.68888
0.36388,0.30262,-0.69711
0.14602,0.04145,-1.03900
-0.03629,0.02010,-0.88758
0.11536,0.15753,-1.01663
-0.00862,0.11773,-0.98500
0.08670,0.10896,-0.96549
-0.08355,0.27317,-1.02596
0.18147,0.29349,-0.96843
0.00791,0.13035,-0.97136
0.13680,0.38377,-0.63533
0.19510,0.26434,-0.95381
0.16933,0.15121,-1.06094
-0.06846,0.38677,-0.83312
-0.34919,0.75211,-1.11524
0.17317,0.50037,-0.91684
0.02930,0.01090,-1.13156
-0.69573,1.60900,-1.58498
0.39188,0.75387,-1.08535
-0.46690,-0.00144,-2.00661
0.05607,0.09536,-0.93969
0.27475,0.34889,-1.25575
-0.27024,0.44702,-0.71191
-0.15195,-0.19018,-0.81647
-0.05119,-0.05529,-0.29730
0.62391,0.43861,-1.04286
-0.03453,0.31304,-1.36151
-0.25252,-0.14603,-0.42786
0.34701,0.07867,-0.34350
0.01328,0.14490,-0.87785
-0.13821,-0.83560,-0.96293
0.09649,0.17786,-0.63725
0.21787,0.59021,-0.94217
-0.70604,0.75652,-0.87718
-0.11314,0.14978,-0.85646
0.35562,0.21765,-0.77405
-0.05283,0.00603,-0.96112
-0.06042,0.66761,-1.49697
0.46840,0.48616,-0.63235
0.14309,0.53966,-0.60760
0.18443,0.22110,-0.86322
-0.29160,0.11195,-0.90520
0.62977,0.31525,-1.05988
0.38076,0.65185,-0.94409
0.17086,0.13221,-0.75849
0.08675,0.11183,-0.76094
0.23644,0.30025,-0.86078
-0.01973,0.03756,-0.77118
0.00496,0.45134,-0.81947
-0.08544,0.44987,-0.63102
0.03811,0.52944,-0.38067
0.12607,0.14780,-0.96403
0.23353,0.20022,-0.92067
0.19271,0.25217,-0.78043
-0.03876,0.15852,-0.92560
-0.01009,0.08083,-1.06048
-0.17034,-0.29998,-0.59632
0.32251,0.08950,-1.08718
0.10902,0.36925,-0.87349
0.09924,0.58100,-0.88084
