0.02384,0.96040,-0.27759,-0.10009,0.27856,0.95519
0.04291,0.95904,-0.28000,-0.11052,0.28309,0.95270
0.04654,0.96360,-0.26327,-0.00019,0.26356,0.96464
0.16749,0.97480,-0.14736,-0.34043,0.19746,0.91930
0.27611,0.95287,-0.12570,-0.69083,0.28769,0.66332
0.26555,0.95176,-0.15375,-0.74039,0.30346,0.59977
0.20507,0.97855,-0.01944,-0.97397,0.20599,0.09457
0.20694,0.96916,-0.13384,-0.97662,0.19648,-0.08727
0.05784,0.99662,-0.05841,-0.99341,0.05166,-0.10232
0.20925,0.96655,-0.14831,-0.95233,0.16699,-0.25530
-0.08834,0.98933,-0.11586,-0.92437,-0.12476,-0.36053
0.14620,0.98871,-0.03272,-0.93019,0.12613,-0.34472
-0.11925,0.98261,-0.14234,-0.85353,-0.17470,-0.49089
0.66520,0.72651,-0.17232,-0.74655,0.64303,-0.17080
0.19427,0.92239,0.33384,-0.62708,0.37848,-0.68082
-0.26802,0.93925,-0.21441,-0.56785,-0.33380,-0.75241
0.24825,0.82085,0.51437,-0.45767,0.56738,-0.68456
0.03699,0.97546,0.21705,-0.67720,0.18419,-0.71238
0.04283,0.99662,0.07013,-0.72938,0.07916,-0.67952
0.20151,0.97296,0.11288,-0.70912,0.22441,-0.66842
0.28571,0.95770,0.03449,-0.75500,0.24711,-0.60738
0.07626,0.97408,0.21296,-0.85322,0.17427,-0.49158
0.25603,0.95838,0.12632,-0.81021,0.28403,-0.51272
0.27298,0.95452,0.11992,-0.78894,0.29345,-0.53986
0.32981,0.92314,0.19760,-0.74098,0.38283,-0.55171
0.25290,0.96738,0.01455,-0.86986,0.23394,-0.43430
0.27958,0.95220,0.12311,-0.84556,0.30492,-0.43823
0.27147,0.95613,0.11010,-0.83907,0.29115,-0.45956
0.28140,0.94167,0.18457,-0.85482,0.33339,-0.39766
0.28672,0.94172,0.17595,-0.85064,0.33474,-0.40541
0.37423,0.92685,0.03019,-0.76213,0.32594,-0.55939
