-0.02519,0.34404,-0.92271
-0.10494,0.34406,-0.93636
-0.07917,0.34891,-0.92224
-0.08452,0.34988,-0.92954
-0.10347,0.32415,-0.92272
-0.04853,0.33142,-0.91394
-0.11320,0.33144,-0.93442
-0.11709,0.31395,-0.93977
-0.05389,0.34114,-0.98116
-0.04074,0.30811,-0.93147
-0.14434,0.37078,-0.94612
-0.11515,0.33775,-0.93539
-0.05293,0.43147,-0.92809
-0.05048,0.34502,-0.94268
-0.09278,0.27996,-0.96752
-0.09714,0.27267,-0.93537
-0.06506,0.34502,-0.89788
-0.20510,0.30863,-0.92323
-0.19489,0.29164,-0.96024
-0.25761,0.27271,-0.93882
-0.16961,0.34311,-0.94222
-0.21582,0.37566,-0.95685
-0.18127,0.32950,-0.91106
-0.11857,0.38098,-0.94952
-0.09472,0.33823,-0.92272
-0.12388,0.28432,-0.89788
-0.03538,0.26827,-0.90370
-0.15255,0.20662,-0.89788
-0.08452,0.41107,-0.89838
-0.08550,0.41592,-0.88572
-0.14143,0.38779,-0.98654
-0.23620,0.24016,-0.93443
-0.03869,-0.02023,-0.80819
-0.04906,0.55433,-0.88525
-0.18956,0.39216,-0.94419
-0.19486,0.16924,-0.93246
-0.18372,0.34262,-0.94271
0.01226,0.31974,-0.90078
0.00397,0.40037,-0.92515
-0.14626,0.29647,-0.91688
-0.10493,0.30375,-0.92759
-0.07675,0.39748,-0.93539
-0.12148,0.37369,-0.92761
-0.18761,0.33243,-0.98411
-0.13362,0.29939,-0.92711
-0.05292,0.34988,-0.94755
-0.12147,0.29745,-0.96071
-0.07381,0.29840,-0.92174
-0.09619,0.36542,-0.91007
-0.11567,0.42323,-0.97729
-0.03439,0.22019,-0.88178
-0.05583,0.32754,-0.93976
-0.20557,0.24161,-0.94757
-0.09278,0.34891,-0.92954
-0.09668,0.31007,-0.97532
-0.07576,0.35862,-0.90519
-0.09666,0.29452,-0.94415
-0.30965,0.27418,-0.98413
-0.15988,0.31299,-0.95147
-0.16766,0.33145,-0.92615
-0.05243,0.35959,-0.92272
-0.19829,0.25521,-0.97046
-0.20023,0.25424,-0.93735
-0.15258,0.28336,-0.93149
-0.14578,0.32222,-0.94221
-0.09716,0.34115,-0.93880
-0.14578,0.32416,-0.94124
-0.16718,0.30183,-0.96316
-0.18321,0.26929,-0.94124
-0.10396,0.30570,-0.94610
-0.06311,0.31734,-0.92466
-0.15648,0.34310,-0.93394
-0.23328,0.23578,-0.90862
-0.15452,0.27511,-0.92808
-0.09181,0.34017,-0.93831
-0.05681,0.37368,-0.94999
-0.25761,0.27416,-0.94077
-0.27852,0.32856,-0.90085
0.06187,0.28330,-0.89150
-0.09083,0.31880,-0.94366
-0.07282,0.25420,-0.91150
-0.15550,0.32513,-0.90910
-0.11712,0.40672,-0.96268
-0.13070,0.33338,-0.91397
-0.20362,0.22315,-0.93490
-0.04708,0.30715,-0.99576
-0.07386,0.42129,-1.00748
-0.10492,0.28529,-0.89447
-0.13216,0.30861,-0.92273
-0.14091,0.30764,-0.91883
-0.04755,0.27072,-0.95387
-0.03103,0.29645,-0.97335
-0.15745,0.33145,-0.93102
-0.04708,0.35716,-0.95242
-0.05679,0.29742,-0.92904
-0.07965,0.30667,-0.97044
-0.10007,0.31492,-0.91249
-0.02325,0.31393,-0.95387
-0.09669,0.32270,-1.01379
-0.07280,0.25176,-0.85452
-0.04951,0.32074,-0.95290
-0.13750,0.30326,-0.89058
-0.13360,0.24693,-0.91444
-0.11611,0.27073,-0.96070
-0.11224,0.29211,-1.01038
-0.05922,0.33141,-0.88570
-0.11467,0.34309,-0.95000
-0.12487,0.31395,-0.92419
-0.20994,0.21198,-0.91542
-0.04415,0.34113,-0.91151
-0.10689,0.30910,-0.98798
-0.20655,0.25861,-0.95001
-0.17058,0.27609,-0.96656
-0.11076,0.28384,-0.93733
0.00593,0.25517,-0.99038
-0.08789,0.24983,-0.91881
-0.19148,0.21005,-0.99042
-0.09277,0.28966,-0.93976
-0.07140,0.34892,-0.99383
-0.15259,0.33144,-0.91884
-0.14089,0.23042,-0.92515
-0.09812,0.25761,-0.94950
-0.07673,0.26976,-0.99332
-0.05971,0.27315,-0.96313
-0.14723,0.28579,-0.92273
-0.20020,0.22654,-0.86624
-0.09521,0.26247,-0.97385
-0.06313,0.30715,-1.01037
-0.22357,0.26492,-0.92323
-0.21968,0.27464,-0.93541
-0.11854,0.24403,-0.97580
-0.03590,0.29647,-1.02108
-0.15695,0.26540,-0.94075
-0.22016,0.22656,-0.93442
-0.12438,0.28433,-0.94269
-0.03444,0.34405,-0.94463
-0.17348,0.25180,-0.94562
-0.19146,0.21101,-0.91785
-0.07040,0.24693,-0.98066
-0.14818,0.22508,-0.90713
-0.16084,0.27268,-0.93880
-0.25177,0.17171,-1.03913
-0.11854,0.28384,-0.94707
-0.13558,0.28775,-1.00844
-0.13557,0.27609,-0.99042
-0.21967,0.22753,-0.93004
-0.15160,0.23674,-0.95194
-0.14577,0.23772,-0.97142
-0.12973,0.30570,-0.94416
-0.09521,0.27802,-0.97434
-0.19926,0.27075,-0.93004
-0.16424,0.25326,-0.94172
-0.09909,0.22071,-0.97871
-0.09617,0.23965,-0.98066
-0.16910,0.23772,-0.93685
-0.16715,0.19158,-0.96752
-0.10979,0.23917,-0.98310
-0.14188,0.26636,-0.93685
-0.16523,0.32028,-0.92176
-0.13994,0.27365,-0.95146
-0.13216,0.25811,-0.96655
-0.19146,0.22558,-0.92955
-0.19827,0.21781,-0.93831
-0.18760,0.28920,-0.95391
-0.17447,0.29649,-0.97144
0.03259,0.45431,-1.13700
-0.18222,0.25714,-0.88328
-0.28539,0.38250,-1.07570
-0.06554,0.23139,-1.00598
-0.06746,0.25565,-0.87010
-0.11318,0.23188,-0.95339
-0.15014,0.23869,-0.95486
-0.07381,0.27267,-0.97141
-0.07429,0.27023,-0.94170
-0.13555,0.24839,-0.93100
-0.13409,0.20809,-0.95144
-0.10152,0.27801,-0.94804
-0.12924,0.27413,-0.93782
-0.14915,0.21828,-0.91151
-0.11030,0.31202,-1.00503
-0.08790,0.23187,-0.94023
-0.12293,0.21733,-1.06297
-0.05337,0.16776,-0.99379
-0.03634,0.23573,-0.89006
-0.13946,0.31396,-0.95390
-0.10445,0.34211,-0.90812
-0.15451,0.34988,-0.82826
-0.16521,0.23577,-0.94415
0.04969,0.23428,-1.04199
-0.25808,0.26347,-0.90084
-0.07187,0.36882,-0.90617
-0.16668,0.27900,-0.93832
-0.22262,0.36400,-0.92958
-0.13650,0.18671,-0.90907
-0.11512,0.21294,-0.95241
-0.02956,0.31393,-0.93877
-0.19293,0.18382,-0.98116
-0.20803,0.29747,-0.99969
-0.17251,0.25763,-0.95049
-0.12291,0.27801,-0.90860
0.04531,0.33383,-0.96603
-0.04271,0.36056,-0.95145
-0.11511,0.22361,-0.89154
-0.14867,0.22848,-0.92272
-0.07334,0.30861,-1.00745
-0.10784,0.30326,-0.90908
-0.07381,0.25956,-0.97920
-0.12241,0.14155,-0.98016
-0.05338,0.21876,-0.97967
-0.04317,0.25178,-0.96653
-0.09376,0.28773,-0.98944
-0.23376,0.21102,-0.92809
-0.20458,0.18915,-0.91542
0.04237,0.45087,-0.94657
-0.03977,0.30082,-0.94413
-0.10346,0.23042,-0.96215
-0.13263,0.18721,-0.98894
-0.04562,0.28918,-1.00063
-0.14918,0.23578,-1.00502
-0.10248,0.20273,-0.94315
-0.13799,0.26831,-0.93977
-0.11661,0.31687,-0.93928
-0.13654,0.30571,-0.95828
-0.06943,0.27995,-0.95047
-0.12485,0.23431,-0.93440
-0.20605,0.20567,-0.92516
-0.15355,0.27802,-0.93880
