-0.02811,0.33433,-0.95485
-0.04804,0.35278,-0.91346
-0.01937,0.37706,-0.93050
-0.06945,0.39019,-0.92175
-0.00672,0.35520,-0.92076
-0.03784,0.36444,-0.94512
-0.02520,0.36444,-0.92369
-0.01936,0.35278,-0.94901
-0.02909,0.37901,-0.91103
0.00106,0.39940,-0.91784
-0.05145,0.39406,-0.89642
-0.01937,0.39309,-0.92856
-0.03201,0.40232,-0.92369
-0.03006,0.37804,-0.92759
-0.01547,0.34501,-0.95095
-0.02277,0.35861,-0.94706
0.02392,0.34306,-0.93536
0.05649,0.36734,-0.94753
0.00689,0.39114,-0.90956
0.03461,0.39744,-0.90371
-0.00770,0.41688,-0.92272
0.01176,0.33821,-0.96702
0.01468,0.35763,-0.93439
0.00252,0.33967,-0.94608
-0.01548,0.37998,-0.92758
-0.00670,0.31003,-0.89640
0.03754,0.37413,-0.89883
0.01516,0.38483,-0.92417
0.03462,0.33917,-0.94120
0.03900,0.38093,-0.88471
0.02439,0.44310,-0.91249
0.00057,0.41784,-0.87694
-0.02424,0.44505,-0.90812
-0.03396,0.42320,-0.89350
-0.00819,0.42805,-0.89739
-0.01547,0.41785,-0.88522
-0.03444,0.40766,-0.90081
0.00300,0.41882,-0.91346
-0.02034,0.41057,-0.91249
-0.02033,0.37609,-0.91395
0.01370,0.38725,-0.92952
-0.02277,0.39018,-0.92856
-0.03346,0.35861,-0.92076
-0.02423,0.37609,-0.91882
-0.03153,0.37901,-0.94025
-0.06118,0.37173,-0.91785
-0.05826,0.34890,-0.92661
-0.01644,0.36929,-0.92515
-0.04076,0.37367,-0.92418
-0.07188,0.36056,-0.92077
-0.04173,0.35764,-0.91882
-0.04756,0.35764,-0.92807
-0.04708,0.36444,-0.93051
-0.02519,0.35521,-0.91979
-0.05048,0.35522,-0.92807
-0.05777,0.34793,-0.91979
-0.02277,0.38095,-0.91200
0.05020,0.31099,-0.88859
0.03995,0.48291,-0.87402
0.00056,0.46253,-0.89642
0.00251,0.45718,-0.87499
-0.07089,0.31102,-0.90713
-0.07333,0.29841,-0.96216
-0.08111,0.31297,-0.93635
-0.06748,0.27800,-0.93050
-0.07479,0.33240,-0.92272
-0.02132,0.43291,-0.91298
-0.03347,0.40669,-0.89983
-0.05049,0.40524,-0.92370
-0.06508,0.40524,-0.91348
-0.04513,0.39649,-0.89350
-0.04125,0.39650,-0.92613
-0.07188,0.39019,-0.90909
-0.04124,0.38387,-0.91395
-0.04709,0.40232,-0.92857
-0.05340,0.38581,-0.90519
-0.04756,0.37998,-0.90957
-0.03201,0.38095,-0.92418
-0.06993,0.37221,-0.90519
-0.03104,0.39455,-0.91785
-0.04611,0.38387,-0.91590
-0.09182,0.40039,-0.92761
-0.02616,0.34209,-0.90517
-0.03006,0.38289,-0.91249
-0.04075,0.35618,-0.91736
-0.02034,0.38678,-0.92612
-0.04270,0.37464,-0.92174
-0.05486,0.35619,-0.93635
-0.03833,0.37707,-0.94804
-0.04610,0.34696,-0.92807
-0.04416,0.36250,-0.93051
-0.07577,0.36542,-0.93149
-0.08549,0.35522,-0.90909
-0.07382,0.37513,-0.92370
-0.06410,0.35085,-0.93733
-0.09521,0.34600,-0.92078
-0.05145,0.33870,-0.92612
-0.04075,0.34405,-0.93684
-0.07479,0.34017,-0.92369
-0.07284,0.33239,-0.92174
-0.05485,0.33774,-0.93781
-0.05437,0.33579,-0.92758
-0.08646,0.35182,-0.92272
-0.05048,0.33676,-0.92515
-0.06945,0.34891,-0.95243
-0.09376,0.35620,-0.91981
-0.07576,0.34599,-0.92759
-0.06994,0.35183,-0.95292
-0.08403,0.32463,-0.93441
-0.07479,0.33580,-0.93538
-0.09376,0.33241,-0.95340
-0.08937,0.32851,-0.92759
-0.06604,0.34891,-0.94317
-0.07722,0.33337,-0.94999
-0.07819,0.32948,-0.92856
-0.06750,0.33628,-0.93538
-0.07479,0.33240,-0.93830
-0.07381,0.32025,-0.92272
-0.04513,0.33530,-0.93732
-0.07284,0.32414,-0.93148
-0.07042,0.34308,-0.94707
-0.06992,0.31103,-0.92710
-0.05145,0.33433,-0.93489
-0.06506,0.32657,-0.93732
-0.09959,0.32269,-0.93538
-0.06847,0.32220,-0.93343
-0.06994,0.34211,-0.96119
-0.09716,0.31929,-0.93928
-0.05826,0.33434,-0.92953
-0.07528,0.33823,-0.95876
-0.10640,0.32415,-0.93928
-0.07090,0.32851,-0.92515
-0.08111,0.32317,-0.93830
-0.08354,0.31734,-0.92759
