-0.21033,-0.23870,-0.98644
-0.13540,-0.34461,-0.91481
-0.11552,-0.27999,-1.05508
-0.08100,-0.16686,-0.97035
-0.16217,-0.22124,-0.89682
-0.19568,-0.32324,-0.84275
-0.15438,-0.29409,-0.92164
-0.10626,-0.24990,-0.95768
-0.13781,-0.39755,-0.88899
-0.16603,-0.36014,-0.91579
-0.13979,-0.32129,-0.93527
-0.10867,-0.31353,-0.93965
-0.14270,-0.32615,-0.92699
-0.18114,-0.28727,-0.99178
-0.16072,-0.30281,-1.01759
-0.13640,-0.30768,-0.97667
-0.13203,-0.26301,-0.94405
-0.10578,-0.19988,-0.94844
-0.09506,-0.28731,-0.92261
-0.10867,-0.29896,-0.92261
-0.08921,-0.32228,-0.91140
-0.12227,-0.31596,-0.88511
-0.14805,-0.31012,-0.90606
-0.11646,-0.28244,-0.94794
-0.11938,-0.28535,-0.95086
-0.14757,-0.31837,-0.93235
-0.18210,-0.30865,-0.96012
-0.16217,-0.32516,-1.00054
-0.12620,-0.31399,-1.02196
-0.12525,-0.26493,-1.06385
-0.15734,-0.26104,-1.06678
-0.19671,-0.31300,-1.02539
-0.20643,-0.31397,-1.02295
-0.20302,-0.32612,-1.01029
-0.13444,-0.33488,-0.96644
-0.07366,-0.31888,-0.92552
-0.06198,-0.31063,-0.88655
-0.07606,-0.35386,-0.84807
-0.09551,-0.36842,-0.87437
-0.05227,-0.33345,-0.96934
-0.02991,-0.25721,-0.95328
-0.02312,-0.17951,-0.91335
-0.06393,-0.26644,-0.87098
-0.10574,-0.29800,-0.85637
-0.09602,-0.27954,-0.87780
-0.05129,-0.28732,-0.90604
-0.03087,-0.29218,-0.91236
-0.01480,-0.33250,-0.86316
-0.04108,-0.31063,-0.91577
-0.07367,-0.30381,-0.97227
-0.07902,-0.30478,-0.98396
-0.09944,-0.32615,-0.97861
-0.10480,-0.27903,-1.00053
-0.09019,-0.31936,-0.94695
-0.04885,-0.32035,-0.90262
-0.07803,-0.29460,-0.90166
-0.11936,-0.31790,-0.91286
-0.01919,-0.29462,-0.86512
0.01291,-0.31502,-0.87631
0.03041,-0.29609,-0.88897
-0.01190,-0.31210,-0.90602
-0.06684,-0.31840,-0.90896
-0.08874,-0.29119,-0.92163
-0.04741,-0.28003,-0.92844
0.02407,-0.28539,-0.93524
-0.01872,-0.29703,-0.95521
-0.08096,-0.30965,-0.94062
-0.05616,-0.28828,-0.94013
-0.01922,-0.29217,-0.98200
-0.02505,-0.29411,-0.99467
-0.06638,-0.30284,-0.98201
-0.11306,-0.29749,-0.97423
-0.11890,-0.27175,-0.96839
-0.03961,-0.33783,-0.92161
-0.02161,-0.33735,-0.89092
-0.07366,-0.30965,-0.92162
-0.07268,-0.31985,-0.92503
-0.02600,-0.33395,-0.93232
-0.01725,-0.32617,-0.94303
-0.07269,-0.32227,-0.94889
-0.12132,-0.30381,-0.95086
-0.12034,-0.32227,-0.93527
-0.09797,-0.32907,-0.93234
-0.07464,-0.31062,-0.95328
-0.06833,-0.29944,-0.98980
-0.07270,-0.30090,-0.98494
-0.07027,-0.30479,-0.97032
-0.08242,-0.31353,-0.96497
